meterid,datetime,Actual_Reading,Predicted_Normal,Difference,Theft_Detected
1000,2010-06-02 15:00:00,0.036,0.20160712698412697,0.16560712698412697,1
1000,2010-06-02 15:30:00,0.114,0.20241682539682537,0.08841682539682537,0
1000,2010-06-02 16:00:00,0.043,0.08773623809523803,0.04473623809523804,0
1000,2010-06-02 16:30:00,0.026,0.07544551587301586,0.04944551587301586,1
1000,2010-06-02 17:00:00,0.031,0.037162984126984114,0.006162984126984114,0
1000,2010-06-02 17:30:00,0.114,0.17975645238095234,0.06575645238095233,0
1000,2010-06-02 18:00:00,0.039,0.2896079047619049,0.2506079047619049,1
1000,2010-06-02 18:30:00,0.024,0.2549098412698413,0.2309098412698413,1
1000,2010-06-02 19:00:00,0.292,0.44702314285714273,0.15502314285714275,0
1000,2010-06-02 19:30:00,0.32,0.5480299126984126,0.2280299126984126,0
1000,2010-06-02 20:00:00,0.1889999999999999,0.38930882539682543,0.20030882539682554,0
1000,2010-06-02 20:30:00,0.191,0.12714561904761906,-0.06385438095238094,0
1000,2010-06-02 21:00:00,0.2,0.19498266666666664,-0.005017333333333374,0
1000,2010-06-02 21:30:00,0.2,0.1561076031746031,-0.04389239682539692,0
1000,2010-06-02 22:00:00,0.119,0.19404504761904756,0.07504504761904757,0
1000,2010-06-02 22:30:00,0.094,0.16813134199134197,0.07413134199134197,0
1000,2010-06-02 23:00:00,0.132,0.2709341269841271,0.1389341269841271,0
1000,2010-06-02 23:30:00,0.22,0.2008607777777778,-0.019139222222222196,0
1000,2010-06-03 00:00:00,0.062,0.12685496031746038,0.06485496031746038,0
1000,2010-06-03 00:30:00,0.021,0.06146020634920634,0.04046020634920634,1
1000,2010-06-03 01:00:00,0.047,0.0665930476190476,0.019593047619047593,0
1000,2010-06-03 01:30:00,0.114,0.07204757142857143,-0.04195242857142857,0
1000,2010-06-03 02:00:00,0.033,0.049091166666666644,0.016091166666666643,0
1000,2010-06-03 02:30:00,0.02,0.03745545238095239,0.017455452380952387,0
1000,2010-06-03 03:00:00,0.038,0.048694738095238096,0.010694738095238097,0
1000,2010-06-03 03:30:00,0.1119999999999999,0.057820484848484795,-0.05417951515151511,0
1000,2010-06-03 04:00:00,0.037,0.0578192857142857,0.0208192857142857,0
1000,2010-06-03 04:30:00,0.02,0.022723888888888887,0.002723888888888887,0
1000,2010-06-03 05:00:00,0.026,0.047193880952380904,0.021193880952380905,0
1000,2010-06-03 05:30:00,0.1119999999999999,0.05898792857142857,-0.05301207142857133,0
1000,2010-06-03 06:00:00,0.04,0.045653547619047614,0.005653547619047614,0
1000,2010-06-03 06:30:00,3.647,0.21190233333333336,-3.4350976666666666,0
1000,2010-06-03 07:00:00,0.022,1.2454224523809525,1.2234224523809525,1
1000,2010-06-03 07:30:00,1.02,0.5546132683982683,-0.4653867316017317,0
1000,2010-06-03 08:00:00,0.076,0.42054392640692645,0.34454392640692644,1
1000,2010-06-03 08:30:00,0.022,0.48435049999999985,0.46235049999999983,1
1000,2010-06-03 09:00:00,0.022,0.2583692380952382,0.23636923809523822,1
1000,2010-06-03 09:30:00,0.099,0.08985538095238095,-0.009144619047619054,0
1000,2010-06-03 10:00:00,0.062,0.06706180952380952,0.005061809523809524,0
1000,2010-06-03 10:30:00,0.022,0.05000628571428572,0.02800628571428572,1
1000,2010-06-03 11:00:00,0.022,0.03743783333333332,0.015437833333333324,0
1000,2010-06-03 11:30:00,0.108,0.030481277777777788,-0.07751872222222221,0
1000,2010-06-03 12:00:00,0.055,0.08396133333333333,0.028961333333333332,0
1000,2010-06-03 12:30:00,0.022,0.07111011904761905,0.04911011904761905,1
1000,2010-06-03 13:00:00,0.024,0.04896847619047619,0.024968476190476187,0
1000,2010-06-03 13:30:00,0.1119999999999999,0.025520142857142863,-0.08647985714285704,0
1000,2010-06-03 14:00:00,0.048,0.03126961904761904,-0.016730380952380962,0
1000,2010-06-03 14:30:00,0.022,0.06433142857142857,0.04233142857142857,1
1000,2010-06-03 15:00:00,0.031,0.06820480952380951,0.037204809523809515,0
1000,2010-06-03 15:30:00,0.114,0.051592444444444434,-0.06240755555555557,0
1000,2010-06-03 16:00:00,0.03,0.02620185714285712,-0.0037981428571428784,0
1000,2010-06-03 16:30:00,0.022,0.04970181385281383,0.027701813852813832,0
1000,2010-06-03 17:00:00,0.054,0.055288579365079374,0.0012885793650793745,0
1000,2010-06-03 17:30:00,0.103,0.05336266666666666,-0.04963733333333333,0
1000,2010-06-03 18:00:00,0.514,0.1568970158730159,-0.3571029841269841,0
1000,2010-06-03 18:30:00,0.021,0.12903571428571425,0.10803571428571425,1
1000,2010-06-03 19:00:00,0.067,0.2495545238095238,0.1825545238095238,1
1000,2010-06-03 19:30:00,0.089,0.03774219047619048,-0.05125780952380952,0
1000,2010-06-03 20:00:00,0.021,0.04226103174603172,0.02126103174603172,0
1000,2010-06-03 20:30:00,0.021,0.0756999444444444,0.0546999444444444,1
1000,2010-06-03 21:00:00,0.078,0.08636888888888887,0.00836888888888887,0
1000,2010-06-03 21:30:00,0.076,0.08469138095238096,0.008691380952380964,0
1000,2010-06-03 22:00:00,0.02,0.20458222943722945,0.18458222943722946,1
1000,2010-06-03 22:30:00,0.021,0.19185429365079365,0.17085429365079366,1
1000,2010-06-03 23:00:00,0.083,0.1292169285714286,0.0462169285714286,0
1000,2010-06-03 23:30:00,0.238,0.06189598124098125,-0.17610401875901874,0
1000,2010-06-04 00:00:00,0.091,0.027717158730158696,-0.0632828412698413,0
1000,2010-06-04 00:30:00,0.0409999999999999,0.04579409523809523,0.004794095238095333,0
1000,2010-06-04 01:00:00,0.087,0.0548769603174603,-0.0321230396825397,0
1000,2010-06-04 01:30:00,0.0579999999999999,0.07767171428571427,0.019671714285714376,0
1000,2010-06-04 02:00:00,0.022,0.05561173809523806,0.03361173809523806,1
1000,2010-06-04 02:30:00,0.026,0.047866666666666606,0.021866666666666607,0
1000,2010-06-04 03:00:00,0.13,0.04448469047619047,-0.08551530952380954,0
1000,2010-06-04 03:30:00,0.024,0.06315095238095232,0.03915095238095232,1
1000,2010-06-04 04:00:00,0.111,0.0562536507936508,-0.0547463492063492,0
1000,2010-06-04 04:30:00,0.122,0.046349412698412695,-0.0756505873015873,0
1000,2010-06-04 05:00:00,0.048,0.031698,-0.016302000000000004,0
1000,2010-06-04 05:30:00,0.022,0.04755066666666666,0.02555066666666666,0
1000,2010-06-04 06:00:00,0.055,0.05327135714285708,-0.0017286428571429216,0
1000,2010-06-04 06:30:00,0.115,0.03701893650793648,-0.07798106349206352,0
1000,2010-06-04 07:00:00,0.034,0.7085332222222221,0.6745332222222221,1
1000,2010-06-04 07:30:00,0.8540000000000001,1.6363950714285713,0.7823950714285712,0
1000,2010-06-04 08:00:00,0.307,0.14834095238095238,-0.15865904761904762,0
1000,2010-06-04 08:30:00,0.905,0.09428052380952381,-0.8107194761904762,0
1000,2010-06-04 09:00:00,0.032,0.05395697619047616,0.02195697619047616,0
1000,2010-06-04 09:30:00,0.022,0.054668626984127,0.032668626984127,1
1000,2010-06-04 10:00:00,0.0579999999999999,0.051706928571428584,-0.006293071428571315,0
1000,2010-06-04 10:30:00,0.11,0.04269566833166832,-0.06730433166833169,0
1000,2010-06-04 11:00:00,0.022,0.039719259740259735,0.017719259740259737,0
1000,2010-06-04 11:30:00,0.022,0.031686380952380945,0.009686380952380946,0
1000,2010-06-04 12:00:00,0.061,0.06750700000000001,0.006507000000000013,0
1000,2010-06-04 12:30:00,0.105,0.05724459523809524,-0.047755404761904756,0
1000,2010-06-04 13:00:00,0.022,0.04138242857142856,0.019382428571428564,0
1000,2010-06-04 13:30:00,0.022,0.030031428571428577,0.008031428571428578,0
1000,2010-06-04 14:00:00,0.065,0.03218928571428569,-0.03281071428571431,0
1000,2010-06-04 14:30:00,0.089,0.09757664285714288,0.00857664285714288,0
1000,2010-06-04 15:00:00,0.18,0.10651500000000003,-0.07348499999999997,0
1000,2010-06-04 15:30:00,0.038,0.11234438095238096,0.07434438095238097,1
1000,2010-06-04 16:00:00,0.114,0.15615219047619042,0.04215219047619041,0
1000,2010-06-04 16:30:00,0.037,0.07883034126984126,0.04183034126984126,0
1000,2010-06-04 17:00:00,0.022,0.06863505555555555,0.04663505555555555,1
1000,2010-06-04 17:30:00,0.065,0.7344505238095238,0.6694505238095239,1
1000,2010-06-04 18:00:00,0.115,0.3196555238095237,0.20465552380952373,1
1000,2010-06-04 18:30:00,0.178,0.07151028571428573,-0.10648971428571426,0
1000,2010-06-04 19:00:00,0.746,0.060750595238095215,-0.6852494047619048,0
1000,2010-06-04 19:30:00,1.24,0.04399935714285715,-1.1960006428571428,0
1000,2010-06-04 20:00:00,0.165,0.07571261904761903,-0.08928738095238098,0
1000,2010-06-04 20:30:00,0.415,0.10505923809523807,-0.30994076190476194,0
1000,2010-06-04 21:00:00,0.262,0.23289526190476184,-0.02910473809523817,0
1000,2010-06-04 21:30:00,0.175,0.14846692063492056,-0.026533079365079426,0
1000,2010-06-04 22:00:00,0.2289999999999999,0.16105511111111107,-0.06794488888888883,0
1000,2010-06-04 22:30:00,0.213,0.17979717460317457,-0.033202825396825425,0
1000,2010-06-04 23:00:00,0.231,0.13182634920634925,-0.09917365079365076,0
1000,2010-06-04 23:30:00,0.35,0.09754911904761904,-0.25245088095238094,0
1000,2010-06-05 00:00:00,0.095,0.07451011904761906,-0.02048988095238094,0
1000,2010-06-05 00:30:00,0.023,0.14353741036741038,0.12053741036741039,1
1000,2010-06-05 01:00:00,0.05,0.05449883333333332,0.00449883333333332,0
1000,2010-06-05 01:30:00,0.1169999999999999,0.028795079365079364,-0.08820492063492053,0
1000,2010-06-05 02:00:00,0.031,0.03226909523809519,0.0012690952380951873,0
1000,2010-06-05 02:30:00,0.024,0.06571123809523807,0.04171123809523807,1
1000,2010-06-05 03:00:00,0.079,0.05689747619047619,-0.022102523809523808,0
1000,2010-06-05 03:30:00,0.089,0.0316454603174603,-0.057354539682539694,0
1000,2010-06-05 04:00:00,0.024,0.037202402597402574,0.013202402597402574,0
1000,2010-06-05 04:30:00,0.025,0.07046611255411256,0.04546611255411256,1
1000,2010-06-05 05:00:00,0.1,0.05769900793650793,-0.042300992063492075,0
1000,2010-06-05 05:30:00,0.064,0.03690776190476189,-0.027092238095238114,0
1000,2010-06-05 06:00:00,0.024,0.047106698079698056,0.023106698079698056,0
1000,2010-06-05 06:30:00,0.024,0.05580565079365078,0.03180565079365078,1
1000,2010-06-05 07:00:00,0.114,0.3104734285714286,0.19647342857142863,1
1000,2010-06-05 07:30:00,0.037,0.15163476190476188,0.11463476190476188,1
1000,2010-06-05 08:00:00,0.023,0.03195015873015873,0.008950158730158732,0
1000,2010-06-05 08:30:00,0.043,0.21912388095238092,0.1761238809523809,1
1000,2010-06-05 09:00:00,0.858,0.11875857287157288,-0.7392414271284271,0
1000,2010-06-05 09:30:00,0.026,0.43703814646464645,0.4110381464646464,1
1000,2010-06-05 10:00:00,0.124,0.08259898412698412,-0.04140101587301588,0
1000,2010-06-05 10:30:00,0.089,0.633557222222222,0.544557222222222,1
1000,2010-06-05 11:00:00,0.165,0.09936805483405484,-0.06563194516594517,0
1000,2010-06-05 11:30:00,0.7509999999999999,0.0671250064935065,-0.6838749935064934,0
1000,2010-06-05 12:00:00,0.292,0.038224380952380926,-0.253775619047619,0
1000,2010-06-05 12:30:00,0.103,0.024050992063492052,-0.07894900793650794,0
1000,2010-06-05 13:00:00,0.2769999999999999,0.25048100000000006,-0.026518999999999848,0
1000,2010-06-05 13:30:00,0.56,0.2536055750915751,-0.30639442490842494,0
1000,2010-06-05 14:00:00,0.319,0.08111961760461762,-0.2378803823953824,0
1000,2010-06-05 14:30:00,0.286,0.06503938095238096,-0.22096061904761902,0
1000,2010-06-05 15:00:00,0.121,0.12588061904761907,0.004880619047619078,0
1000,2010-06-05 15:30:00,0.081,0.08922551587301586,0.008225515873015857,0
1000,2010-06-05 16:00:00,0.266,0.05894028571428569,-0.20705971428571432,0
1000,2010-06-05 16:30:00,0.136,0.10654238888888887,-0.029457611111111143,0
1000,2010-06-05 17:00:00,0.141,0.03993397619047617,-0.10106602380952381,0
1000,2010-06-05 17:30:00,0.11,0.6527479206349208,0.5427479206349208,1
1000,2010-06-05 18:00:00,0.12,0.2707648571428571,0.1507648571428571,1
1000,2010-06-05 18:30:00,0.188,0.20878419624819625,0.020784196248196246,0
1000,2010-06-05 19:00:00,0.06,0.09986911327561326,0.039869113275613266,0
1000,2010-06-05 19:30:00,0.033,0.07881879870129868,0.04581879870129868,1
1000,2010-06-05 20:00:00,0.064,0.05758576190476191,-0.006414238095238091,0
1000,2010-06-05 20:30:00,0.125,0.05530889682539679,-0.06969110317460321,0
1000,2010-06-05 21:00:00,0.034,0.048391206349206344,0.014391206349206341,0
1000,2010-06-05 21:30:00,0.033,0.05780374603174602,0.024803746031746017,0
1000,2010-06-05 22:00:00,0.083,0.04105568037518036,-0.04194431962481964,0
1000,2010-06-05 22:30:00,0.096,0.10087056277056278,0.004870562770562775,0
1000,2010-06-05 23:00:00,0.078,0.19977569841269838,0.12177569841269838,1
1000,2010-06-05 23:30:00,0.108,0.08650535930735931,-0.02149464069264069,0
1000,2010-06-06 00:00:00,0.0969999999999999,0.05413307142857143,-0.04286692857142847,0
1000,2010-06-06 00:30:00,0.077,0.0964639645909646,0.019463964590964597,0
1000,2010-06-06 01:00:00,0.093,0.062330333333333356,-0.030669666666666644,0
1000,2010-06-06 01:30:00,0.068,0.07908110317460318,0.011081103174603174,0
1000,2010-06-06 02:00:00,0.065,0.06406623809523808,-0.0009337619047619233,0
1000,2010-06-06 02:30:00,0.125,0.029346785714285714,-0.09565321428571429,0
1000,2010-06-06 03:00:00,0.124,0.025189261904761916,-0.09881073809523808,0
1000,2010-06-06 03:30:00,0.031,0.04438399084249082,0.013383990842490819,0
1000,2010-06-06 04:00:00,0.026,0.0365123888888889,0.010512388888888901,0
1000,2010-06-06 04:30:00,0.083,0.06588272222222223,-0.017117277777777773,0
1000,2010-06-06 05:00:00,0.11,0.035911611111111116,-0.07408838888888888,0
1000,2010-06-06 05:30:00,0.026,0.05872457142857143,0.032724571428571436,1
1000,2010-06-06 06:00:00,0.026,0.03244672993672993,0.0064467299367299315,0
1000,2010-06-06 06:30:00,0.076,0.03774729797979795,-0.03825270202020205,0
1000,2010-06-06 07:00:00,0.107,0.03288704761904762,-0.07411295238095238,0
1000,2010-06-06 07:30:00,0.026,0.6789751984126986,0.6529751984126986,1
1000,2010-06-06 08:00:00,0.026,0.23913855555555558,0.21313855555555558,1
1000,2010-06-06 08:30:00,0.067,0.5305451904761904,0.4635451904761904,1
1000,2010-06-06 09:00:00,1.504,0.35552273809523827,-1.1484772619047616,0
1000,2010-06-06 09:30:00,1.5659999999999998,0.5148265079365079,-1.051173492063492,0
1000,2010-06-06 10:00:00,0.632,0.49535741269841266,-0.13664258730158735,0
1000,2010-06-06 10:30:00,1.4069999999999998,0.10053905555555552,-1.3064609444444444,0
1000,2010-06-06 11:00:00,0.46,0.5688895555555555,0.10888955555555552,0
1000,2010-06-06 11:30:00,0.107,0.31077449999999995,0.20377449999999997,1
1000,2010-06-06 12:00:00,0.025,0.3976468571428572,0.37264685714285717,1
1000,2010-06-06 12:30:00,0.074,0.499512248917749,0.42551224891774897,1
1000,2010-06-06 13:00:00,0.098,0.4076024285714286,0.3096024285714286,1
1000,2010-06-06 13:30:00,0.024,0.15762121717171718,0.13362121717171718,1
1000,2010-06-06 14:00:00,0.024,0.24348393434343435,0.21948393434343436,1
1000,2010-06-06 14:30:00,0.089,0.19726131746031747,0.10826131746031747,0
1000,2010-06-06 15:00:00,0.08,0.10559409018759024,0.025594090187590235,0
1000,2010-06-06 15:30:00,0.024,0.1444037619047619,0.1204037619047619,1
1000,2010-06-06 16:00:00,0.024,0.23509650865800857,0.21109650865800858,1
1000,2010-06-06 16:30:00,0.108,0.11754258080808082,0.00954258080808082,0
1000,2010-06-06 17:00:00,0.061,0.296329455988456,0.235329455988456,1
1000,2010-06-06 17:30:00,0.023,0.4720475952380952,0.4490475952380952,1
1000,2010-06-06 18:00:00,0.04,0.2585665714285715,0.21856657142857147,1
1000,2010-06-06 18:30:00,0.114,0.1543390952380952,0.04033909523809519,0
1000,2010-06-06 19:00:00,0.035,0.20722582900432898,0.17222582900432898,1
1000,2010-06-06 19:30:00,0.023,0.09350882672882672,0.07050882672882672,1
1000,2010-06-06 20:00:00,0.059,0.13849117460317464,0.07949117460317465,1
1000,2010-06-06 20:30:00,0.105,0.13346530952380953,0.02846530952380953,0
1000,2010-06-06 21:00:00,0.023,0.15044123015873018,0.12744123015873018,1
1000,2010-06-06 21:30:00,0.023,0.18500119047619046,0.16200119047619047,1
1000,2010-06-06 22:00:00,0.079,0.1842437467532467,0.1052437467532467,1
1000,2010-06-06 22:30:00,0.074,0.16128517460317454,0.08728517460317455,0
1000,2010-06-06 23:00:00,0.023,0.17746033333333333,0.15446033333333334,1
1000,2010-06-06 23:30:00,0.024,0.07601653318903319,0.05201653318903319,1
1000,2010-06-07 00:00:00,0.1,0.034480452380952355,-0.06551954761904766,0
1000,2010-06-07 00:30:00,0.061,0.0331348492063492,-0.027865150793650796,0
1000,2010-06-07 01:00:00,0.025,0.06335390476190475,0.03835390476190475,1
1000,2010-06-07 01:30:00,0.024,0.06862586507936508,0.04462586507936508,1
1000,2010-06-07 02:00:00,0.1119999999999999,0.04425585714285714,-0.06774414285714277,0
1000,2010-06-07 02:30:00,0.04,0.022964992063492035,-0.017035007936507966,0
1000,2010-06-07 03:00:00,0.024,0.045109547619047625,0.021109547619047625,0
1000,2010-06-07 03:30:00,0.035,0.0650256183261183,0.030025618326118303,0
1000,2010-06-07 04:00:00,0.114,0.024619316017316022,-0.08938068398268398,0
1000,2010-06-07 04:30:00,0.026,0.03922854761904762,0.013228547619047622,0
1000,2010-06-07 05:00:00,0.024,0.03544575108225108,0.011445751082251078,0
1000,2010-06-07 05:30:00,0.046,0.07457396031746033,0.02857396031746033,0
1000,2010-06-07 06:00:00,0.113,0.06564757142857139,-0.047352428571428615,0
1000,2010-06-07 06:30:00,0.024,0.41884254761904754,0.3948425476190475,1
1000,2010-06-07 07:00:00,0.024,0.40277547619047627,0.37877547619047625,1
1000,2010-06-07 07:30:00,0.043,1.0505320909090907,1.0075320909090908,1
1000,2010-06-07 08:00:00,0.1119999999999999,0.11585425396825397,0.003854253968254062,0
1000,2010-06-07 08:30:00,0.128,0.04370309523809523,-0.08429690476190477,0
1000,2010-06-07 09:00:00,0.074,0.032807238095238084,-0.04119276190476191,0
1000,2010-06-07 09:30:00,0.1009999999999999,0.05606451587301588,-0.04493548412698402,0
1000,2010-06-07 10:00:00,0.121,0.049018931457431476,-0.07198106854256853,0
1000,2010-06-07 10:30:00,0.073,0.050326825396825356,-0.02267317460317464,0
1000,2010-06-07 11:00:00,0.023,0.03464969119769119,0.011649691197691193,0
1000,2010-06-07 11:30:00,0.023,0.04956812987012985,0.026568129870129853,0
1000,2010-06-07 12:00:00,0.104,0.061310571428571395,-0.0426894285714286,0
1000,2010-06-07 12:30:00,0.076,0.05476331746031746,-0.02123668253968254,0
1000,2010-06-07 13:00:00,0.023,0.05189471428571426,0.02889471428571426,1
1000,2010-06-07 13:30:00,0.023,0.03821196825396824,0.015211968253968242,0
1000,2010-06-07 14:00:00,0.09,0.03594599422799423,-0.05405400577200577,0
1000,2010-06-07 14:30:00,0.138,0.047168309523809515,-0.0908316904761905,0
1000,2010-06-07 15:00:00,0.243,0.0829378593073593,-0.1600621406926407,0
1000,2010-06-07 15:30:00,0.119,0.10489419047619047,-0.01410580952380952,0
1000,2010-06-07 16:00:00,0.191,0.08037792063492061,-0.1106220793650794,0
1000,2010-06-07 16:30:00,0.114,0.06459376984126984,-0.04940623015873016,0
1000,2010-06-07 17:00:00,0.0969999999999999,0.08351496103896103,-0.013485038961038878,0
1000,2010-06-07 17:30:00,0.123,0.09273865079365075,-0.03026134920634925,0
1000,2010-06-07 18:00:00,0.192,0.10487865079365079,-0.08712134920634922,0
1000,2010-06-07 18:30:00,0.099,0.18336538095238086,0.08436538095238086,0
1000,2010-06-07 19:00:00,0.099,0.10114707142857146,0.0021470714285714565,0
1000,2010-06-07 19:30:00,0.181,0.17045822294372295,-0.01054177705627704,0
1000,2010-06-07 20:00:00,0.39,0.10937652453102452,-0.2806234754689755,0
1000,2010-06-07 20:30:00,0.1009999999999999,0.2462181507936508,0.1452181507936509,1
1000,2010-06-07 21:00:00,0.1009999999999999,0.1909276147186147,0.0899276147186148,0
1000,2010-06-07 21:30:00,0.173,0.2726230021645021,0.0996230021645021,0
1000,2010-06-07 22:00:00,0.294,0.3557176269841269,0.061717626984126917,0
1000,2010-06-07 22:30:00,0.136,0.47194270634920626,0.33594270634920625,1
1000,2010-06-07 23:00:00,0.352,0.3070205064935066,-0.044979493506493384,0
1000,2010-06-07 23:30:00,0.153,0.16683308297258295,0.013833082972582955,0
1000,2010-06-08 00:00:00,0.131,0.15577511904761907,0.02477511904761906,0
1000,2010-06-08 00:30:00,0.046,0.06487149999999998,0.018871499999999986,0
1000,2010-06-08 01:00:00,0.11,0.06973595238095237,-0.04026404761904763,0
1000,2010-06-08 01:30:00,0.107,0.03542618253968251,-0.07157381746031749,0
1000,2010-06-08 02:00:00,0.024,0.04480685714285714,0.02080685714285714,0
